machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_3846,62561,691190,8.0,99,41.04,12.43,0.303,24,32,40,49,63,77,91.79,3.09,44.7,33.53,8.38,0.54,0.0,18.7,79.2,2.1,1.58,60,0.0202,5.7,39,stable_mid
m_3847,63030,689100,7.98,98,29.94,12.93,0.432,13,20,28,37,54,69,90.51,3.77,37.58,26.52,5.67,0.53,0.0,55.9,43.2,0.9,1.93,12,-0.0008,5.6,20,stable_mid
m_3848,59966,678200,7.85,102,17.66,5.54,0.314,9,12,19,22,25,27,94.37,1.9,29.93,31.33,3.19,1.0,0.0,99.9,0.1,0.0,1.32,0,0.0014,5.7,63,stable_mid
m_3849,60140,691190,8.0,103,44.3,14.56,0.329,25,33,42,53,72,87,91.54,3.13,45.13,37.56,5.93,0.49,0.0,14.2,80.2,5.6,1.71,92,0.0676,5.6,63,stable_mid
m_3850,60340,681010,7.88,102,44.21,11.28,0.255,28,36,43,52,64,73,91.28,4.21,36.54,28.36,7.67,0.87,0.0,8.2,89.9,1.9,1.49,1,0.0243,5.4,56,stable_mid
m_3851,62396,691190,8.0,100,38.98,13.16,0.338,21,29,37,48,62,77,90.95,3.87,46.13,36.2,6.73,0.64,0.0,27.1,71.0,2.0,1.68,46,0.0022,5.6,45,stable_mid
m_3852,57404,691190,8.0,108,42.83,14.41,0.337,23,31,41,53,69,80,87.53,6.22,46.71,39.45,15.05,0.55,0.0,20.7,74.8,4.5,1.68,113,-0.0278,6.1,72,stable_mid
m_3853,60373,687900,7.96,103,34.41,12.86,0.374,18,25,32,42,58,74,91.71,3.48,41.21,31.01,7.52,0.41,0.0,41.1,57.4,1.5,1.81,15,-0.0091,7.6,72,stable_mid
m_3854,60677,691190,8.0,103,8.15,17.1,2.098,0,0,0,0,46,66,18.62,32.48,0.26,0.21,0.92,0.0,79.7,3.5,16.1,0.8,46.0,1,0.2079,11.3,37,bursty
m_3855,62080,691190,8.0,99,47.22,10.94,0.232,31,39,47,55,66,75,91.45,3.83,46.09,38.94,9.54,0.78,0.0,3.5,94.1,2.4,1.4,2,0.0234,5.8,47,stable_mid
m_3856,61086,691190,8.0,102,40.19,13.38,0.333,21,30,38,48,65,79,89.79,5.37,47.83,36.06,8.23,0.58,0.0,22.6,74.6,2.8,1.71,19,0.0134,6.3,54,stable_mid
m_3857,61804,691190,8.0,101,50.71,10.74,0.212,34,43,51,58,68,76,91.09,3.78,48.71,41.6,15.89,0.61,0.0,1.4,94.6,4.0,1.33,9,0.0008,6.1,62,stable_high
m_3858,61106,691190,8.0,102,7.99,17.19,2.152,0,0,0,0,47,66,18.32,32.19,0.24,0.2,0.92,0.0,79.9,4.4,15.0,0.7,47.0,23,0.2111,5.7,64,bursty
m_3859,62389,685840,7.94,99,42.96,12.34,0.287,26,34,41,50,66,80,91.01,4.25,49.8,40.32,6.91,0.51,0.0,11.8,84.5,3.7,1.61,173,-0.0013,8.5,35,stable_mid
m_3860,60289,691190,8.0,103,32.37,12.97,0.401,16,23,30,40,56,75,90.47,4.21,38.31,28.04,5.93,0.49,0.0,48.0,50.6,1.4,1.87,3,0.0093,5.7,59,stable_mid
m_3861,59362,681890,7.89,103,36.16,12.88,0.356,19,26,34,44,60,75,91.48,3.13,46.14,34.09,8.55,0.6,0.0,35.4,63.1,1.5,1.76,27,0.0165,5.6,74,stable_mid
m_3862,63044,691190,8.0,99,41.77,11.13,0.267,26,33,41,49,62,71,92.42,3.06,42.9,37.0,10.31,0.72,0.0,13.5,85.2,1.3,1.51,5,-0.0233,5.6,54,stable_mid
m_3863,61708,691180,8.0,101,47.94,10.68,0.223,32,40,47,55,66,75,90.53,4.42,47.29,39.89,8.88,0.73,0.0,2.3,95.1,2.6,1.4,0,0.0137,5.7,36,stable_mid
m_3864,60704,691190,8.0,102,34.26,12.81,0.374,17,25,32,42,58,73,90.13,4.06,41.95,30.69,5.63,0.44,0.0,41.8,56.9,1.3,1.81,2,0.0147,5.6,51,stable_mid
m_3865,60203,685690,7.94,102,9.99,21.88,2.189,0,0,0,0,60,86,17.95,31.16,0.25,0.2,0.77,0.0,79.5,3.1,13.2,4.2,60.0,1,0.2663,5.9,47,bursty
m_3866,63892,689400,7.98,97,44.2,11.99,0.271,27,35,43,52,66,75,92.14,3.2,45.07,37.82,12.85,0.6,0.0,9.7,87.5,2.8,1.53,42,0.0225,5.7,18,stable_mid
m_3867,61091,688790,7.97,101,34.88,13.0,0.373,18,25,33,42,60,73,90.41,4.36,39.73,29.05,5.59,0.37,0.0,39.3,59.2,1.5,1.82,18,0.0231,6.3,57,stable_mid
m_3868,63047,691190,8.0,99,51.18,12.07,0.236,34,42,50,59,73,82,90.89,3.56,46.71,40.08,8.98,0.76,0.0,1.5,91.3,7.2,1.46,11,0.0529,5.4,25,stable_high
m_3869,60802,689990,7.99,102,38.76,12.7,0.328,21,29,37,47,61,74,91.65,3.18,48.89,39.69,7.52,0.59,0.0,26.5,71.8,1.6,1.65,1,-0.0074,5.7,65,stable_mid
m_3870,61360,691190,8.0,101,43.27,12.34,0.285,26,34,41,51,66,77,91.45,3.75,43.68,36.84,9.49,1.08,0.0,12.0,84.7,3.3,1.61,11,0.0026,5.7,54,stable_mid
m_3871,63577,691190,8.0,98,16.95,4.81,0.284,9,12,19,21,23,25,85.24,1.28,29.71,28.91,2.82,1.0,0.0,100.0,0.0,0.0,1.21,0,0.0111,5.5,38,stable_mid
m_3872,61611,691190,8.0,101,4.3,1.12,0.26,3,3,4,5,6,7,87.26,0.68,19.21,12.88,5.73,0.1,54.8,45.2,0.0,0.0,1.5,0,0.005,5.5,41,idle_pure
m_3873,63430,691190,8.0,98,43.88,11.53,0.263,27,35,42,51,65,75,91.86,3.44,42.19,35.35,9.95,0.68,0.0,8.9,88.7,2.4,1.55,3,-0.001,5.6,39,stable_mid
m_3874,61251,691190,8.0,102,35.07,12.75,0.364,17,26,33,43,59,72,87.5,7.22,41.36,30.26,6.31,0.51,0.0,37.9,60.7,1.3,1.79,2,-0.01,5.5,63,stable_mid
m_3875,62655,687780,7.96,99,35.83,13.65,0.381,17,26,34,44,61,79,89.03,5.18,43.08,31.24,7.45,0.52,0.0,36.6,61.4,2.0,1.79,98,0.0205,5.7,45,stable_mid
m_3876,63666,691190,8.0,98,37.79,15.65,0.414,19,27,34,45,68,88,85.26,7.86,45.26,35.88,13.67,0.5,0.0,34.3,61.0,4.7,2.0,37,0.0433,5.6,27,stable_mid
m_3877,58738,688890,7.97,106,37.98,14.37,0.378,20,28,36,45,63,90,91.38,3.6,45.81,35.24,6.53,0.6,0.0,30.6,66.0,3.4,1.75,95,0.0482,7.6,73,stable_mid
m_3878,53987,599580,6.94,100,0.0,0.01,1.427,0,0,0,0,0,0,3.0,0.0,0.01,0.01,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0,0.0,5.4,27,bursty
m_3879,63541,690120,7.99,98,41.36,14.04,0.34,19,32,40,51,66,76,89.34,4.96,42.48,29.17,5.39,0.3,0.0,20.0,76.6,3.5,1.65,16,0.114,5.8,45,stable_mid
m_3880,61398,691190,8.0,101,40.58,16.01,0.394,21,29,38,48,71,93,91.32,3.65,45.33,33.0,7.48,0.44,0.0,26.0,68.8,5.2,1.87,9,0.0755,5.6,62,stable_mid
m_3881,61691,691180,8.0,101,47.44,11.19,0.236,31,39,46,55,67,77,91.46,3.62,45.37,37.72,7.87,0.93,0.0,2.5,94.2,3.3,1.46,38,0.0163,5.6,45,stable_mid
m_3882,61544,687910,7.96,101,39.72,12.14,0.306,22,30,39,48,61,73,85.9,8.99,43.81,35.27,7.35,0.49,0.0,22.6,75.9,1.4,1.56,5,0.0352,5.6,48,stable_mid
m_3883,61761,687810,7.96,100,33.54,12.89,0.384,14,25,32,41,56,70,89.87,4.27,38.16,28.64,4.81,0.89,0.0,40.8,58.1,1.1,1.75,9,-0.0074,5.7,45,stable_mid
m_3884,61096,691190,8.0,102,38.45,13.58,0.353,21,29,36,46,64,81,90.53,4.22,46.61,36.9,6.84,0.49,0.0,28.2,68.9,2.9,1.78,154,0.0248,5.7,72,stable_mid
m_3885,60827,691190,8.0,102,47.85,10.87,0.227,32,39,47,56,66,75,91.29,3.4,45.4,39.67,13.23,0.53,0.0,2.4,95.2,2.4,1.4,0,-0.0087,5.6,76,stable_mid
m_3886,61685,691190,8.0,101,32.43,13.16,0.406,15,23,30,40,56,73,88.98,4.89,42.36,30.25,6.44,0.49,0.0,47.6,51.0,1.4,1.87,53,0.0085,5.7,54,stable_mid
m_3887,62419,691190,8.0,100,40.93,12.21,0.298,24,32,39,49,63,76,91.4,3.36,41.47,31.32,7.88,0.51,0.0,18.6,79.3,2.1,1.62,0,0.003,5.5,44,stable_mid
m_3888,63348,689100,7.98,98,44.92,10.66,0.237,29,37,44,52,64,75,91.26,3.98,45.77,38.45,10.46,0.47,0.0,5.2,92.8,2.0,1.45,35,-0.0062,5.5,45,stable_mid
m_3889,62192,691190,8.0,100,44.35,16.87,0.38,22,31,41,54,79,84,88.96,5.03,44.9,36.58,11.87,0.53,0.0,20.8,68.0,11.2,1.93,124,-0.0028,7.8,54,stable_mid
m_3890,62951,689460,7.98,99,42.6,16.32,0.383,23,31,39,51,77,93,89.7,4.38,40.72,33.03,11.26,0.35,0.0,21.0,72.0,6.9,1.97,74,0.0551,5.8,29,stable_mid
m_3891,61977,691070,8.0,100,41.05,11.64,0.284,25,32,40,48,62,75,87.11,10.32,48.59,37.42,7.45,0.6,0.0,15.8,82.4,1.7,1.55,0,0.0181,5.6,47,stable_mid
m_3892,63341,691190,8.0,98,51.37,10.05,0.196,35,44,51,59,68,74,90.69,3.91,50.05,40.37,54.81,0.56,0.0,0.6,96.4,3.0,1.33,15,-0.0016,5.7,45,stable_high
m_3893,60878,691190,8.0,102,39.16,13.13,0.335,21,29,37,47,63,77,90.75,4.01,45.46,36.05,7.1,0.62,0.0,26.0,71.7,2.2,1.7,20,0.0224,5.6,63,stable_mid
m_3894,60531,691190,8.0,103,41.27,13.63,0.33,24,31,39,49,66,85,91.16,3.67,36.9,27.02,7.7,0.59,0.0,19.2,76.7,4.1,1.69,110,0.057,5.5,71,stable_mid
m_3895,60637,691190,8.0,103,43.98,13.19,0.3,26,35,42,52,67,87,91.87,3.2,49.16,40.98,7.86,0.59,0.0,11.0,85.0,4.0,1.6,38,0.0293,5.7,54,stable_mid
m_3896,61152,688000,7.96,101,43.33,13.51,0.312,25,33,41,52,69,79,88.41,5.33,43.25,32.74,9.28,0.63,0.0,14.6,80.6,4.8,1.68,65,0.0237,5.6,54,stable_mid
m_3897,61600,691190,8.0,101,37.88,13.33,0.352,20,28,36,46,62,77,91.48,3.43,47.25,34.44,7.66,0.49,0.0,30.6,67.4,2.0,1.72,70,0.0114,9.2,39,stable_mid
m_3898,63882,689990,7.99,97,45.3,11.42,0.252,28,37,44,53,65,76,90.44,4.81,43.46,34.98,7.21,0.67,0.0,6.9,90.8,2.3,1.48,2,-0.0051,5.6,36,stable_mid
m_3899,60870,691190,8.0,102,43.97,11.34,0.258,28,35,43,52,64,74,91.94,3.01,43.2,35.69,7.87,0.85,0.0,8.1,89.9,2.0,1.49,5,0.0068,5.4,67,stable_mid
m_3900,61711,688010,7.96,100,34.5,17.17,0.498,14,23,31,42,65,96,89.24,4.41,39.23,28.45,5.61,0.23,0.0,45.0,50.5,4.4,2.1,17,0.0368,6.2,63,stable_mid
m_3901,61349,690650,7.99,101,38.73,12.14,0.314,22,30,37,46,61,76,90.47,5.11,44.51,35.84,6.45,0.52,0.0,24.7,73.6,1.6,1.65,7,0.0201,5.7,48,stable_mid
m_3902,59606,685210,7.93,103,43.49,12.17,0.28,27,34,42,51,65,83,91.43,3.68,41.87,34.66,8.38,0.75,0.0,9.5,87.1,3.4,1.55,2,0.0388,5.5,63,stable_mid
m_3903,63915,687780,7.96,97,44.69,15.51,0.347,24,33,42,53,77,89,88.29,5.41,49.83,40.52,8.93,0.48,0.0,15.0,77.7,7.3,1.83,104,0.0488,5.6,36,stable_mid
m_3904,61106,691010,8.0,102,21.26,6.69,0.315,10,16,22,26,31,35,48.93,23.1,11.16,11.2,25.94,3.65,0.0,91.9,8.1,0.0,1.41,7,0.0518,5.6,42,stable_mid
m_3905,61627,686410,7.94,100,27.62,12.88,0.466,11,18,26,35,51,67,88.97,5.24,40.42,28.94,4.45,0.44,0.1,61.4,37.7,0.8,1.96,6,-0.0049,5.7,54,stable_mid
m_3906,56899,691190,8.0,109,8.84,19.51,2.208,0,0,0,0,51,89,19.49,33.43,0.25,0.21,0.93,0.0,79.6,4.7,13.2,2.5,51.0,17,0.2463,14.0,63,bursty
m_3907,56946,691190,8.0,109,9.0,19.38,2.152,0,0,0,0,50,87,19.44,33.25,0.28,0.22,0.91,0.0,79.5,3.6,14.9,2.0,50.0,0,0.2503,14.2,54,bursty
m_3908,61938,678110,7.85,99,43.73,11.76,0.269,27,35,43,52,64,76,88.14,6.15,38.93,29.43,8.77,0.74,0.0,10.4,87.3,2.3,1.49,35,0.0031,5.4,56,stable_mid
m_3909,59150,684580,7.92,104,30.06,12.66,0.421,13,21,28,37,54,68,91.05,3.1,34.16,22.97,5.81,0.49,0.0,55.3,43.8,0.9,1.93,5,0.0244,6.0,79,stable_mid
m_3910,62959,691190,8.0,99,37.76,11.85,0.314,21,29,37,45,59,73,91.71,3.3,36.46,28.03,6.43,0.57,0.0,26.9,71.7,1.4,1.59,62,0.0377,5.7,49,stable_mid
m_3911,62417,683110,7.91,98,39.82,12.42,0.312,23,30,38,48,62,76,91.28,3.37,45.62,35.42,7.75,0.77,0.0,22.3,75.7,1.9,1.63,5,0.008,5.6,54,stable_mid
m_3912,57788,691190,8.0,108,40.4,14.22,0.352,22,30,38,48,66,91,91.02,4.01,46.8,38.08,8.02,0.52,0.0,23.2,72.9,3.9,1.74,18,0.0692,12.7,71,stable_mid
m_3913,60420,691190,8.0,103,38.76,13.59,0.351,20,29,37,47,63,80,89.01,6.9,35.64,24.01,6.77,0.52,0.0,25.9,71.4,2.7,1.7,92,0.0824,5.6,56,stable_mid
m_3914,58928,689990,7.99,105,37.33,17.15,0.459,18,26,34,44,72,96,91.32,3.77,33.65,23.12,6.86,0.4,0.0,37.0,57.7,5.3,2.12,51,0.095,5.5,60,stable_mid
m_3915,60448,688510,7.97,102,35.57,11.79,0.331,19,27,34,43,57,69,89.13,4.73,46.05,37.68,5.86,0.71,0.0,35.0,64.1,1.0,1.68,9,0.0104,6.3,72,stable_mid
m_3916,61289,691190,8.0,101,36.3,16.16,0.445,17,25,33,43,68,91,90.2,4.27,40.47,29.49,6.11,0.48,0.0,38.2,57.0,4.8,2.06,9,0.0685,7.3,56,stable_mid
m_3917,62581,691190,8.0,99,42.1,14.8,0.351,24,32,39,50,70,91,92.18,3.19,40.95,32.38,8.93,0.49,0.0,18.2,76.7,5.1,1.79,0,0.0724,6.3,37,stable_mid
m_3918,63045,691190,8.0,99,52.2,10.53,0.202,35,44,52,60,69,76,90.62,4.29,46.9,40.59,59.46,0.54,0.0,0.6,94.7,4.7,1.33,2,0.0138,5.9,36,stable_high
m_3919,62833,691180,8.0,99,41.85,15.86,0.379,23,30,38,50,75,92,91.92,3.06,46.74,37.77,7.66,0.42,0.0,22.2,71.7,6.1,1.97,80,0.0754,5.6,36,stable_mid
m_3920,60569,691190,8.0,103,34.35,15.42,0.449,15,24,32,42,61,96,91.65,3.5,37.78,27.67,4.3,0.46,0.0,42.1,54.7,3.2,1.91,46,0.0304,5.6,63,stable_mid
m_3921,60396,685210,7.93,102,36.74,12.12,0.33,21,28,35,44,59,73,92.61,2.79,37.93,32.33,8.88,0.65,0.0,32.2,66.5,1.4,1.69,1,0.0309,8.8,36,stable_mid
m_3922,61128,691070,8.0,102,40.49,12.51,0.309,23,31,39,49,62,75,92.13,2.95,47.69,36.95,7.36,0.59,0.0,21.8,76.5,1.8,1.59,13,0.0253,6.1,45,stable_mid
m_3923,61620,686030,7.94,100,44.86,12.54,0.28,27,35,44,54,66,77,89.34,4.73,39.75,32.94,8.74,0.61,0.0,9.9,87.1,3.0,1.5,17,-0.0167,5.6,53,stable_mid
m_3924,61222,678480,7.85,100,32.46,13.48,0.415,15,22,30,40,58,74,88.24,5.27,42.79,30.53,7.24,0.61,0.0,47.9,50.6,1.5,1.93,46,0.0111,5.6,45,stable_mid
m_3925,62247,689990,7.99,100,33.16,12.97,0.391,15,24,31,41,57,71,90.61,4.09,42.45,32.22,5.88,0.51,0.0,43.9,55.0,1.1,1.84,2,0.0112,5.7,47,stable_mid
m_3926,62189,691000,8.0,100,36.03,13.44,0.373,18,26,34,45,61,74,90.21,4.33,44.1,33.19,14.69,0.47,0.0,36.1,62.4,1.5,1.79,2,0.03,5.6,36,stable_mid
m_3927,60626,691190,8.0,103,50.1,9.99,0.199,34,43,50,57,67,73,89.75,4.66,50.73,57.44,8.53,0.9,0.0,1.0,96.6,2.4,1.34,0,0.0066,6.4,73,stable_high
m_3928,63443,691190,8.0,98,38.93,15.28,0.392,21,28,36,46,69,89,89.12,4.98,43.68,33.22,11.42,0.36,0.0,28.9,66.2,4.9,1.92,14,0.0832,6.3,28,stable_mid
m_3929,60187,691190,8.0,103,38.92,14.75,0.379,21,28,36,46,65,93,90.73,3.89,48.78,38.24,6.71,0.56,0.0,28.8,67.3,3.9,1.81,89,0.0315,5.7,82,stable_mid
m_3930,58546,684290,7.92,105,43.54,13.78,0.316,24,33,42,52,68,87,91.35,3.38,45.04,35.29,7.2,0.68,0.0,14.0,81.8,4.2,1.62,92,-0.0086,5.8,90,stable_mid
m_3931,62931,691180,8.0,99,33.45,12.69,0.379,17,24,31,40,58,73,90.1,4.38,40.39,30.09,5.99,0.54,0.0,43.2,55.5,1.3,1.87,5,-0.0041,5.6,40,stable_mid
m_3932,62602,691190,8.0,99,42.79,11.64,0.272,27,34,41,50,64,77,91.67,3.33,42.12,33.94,8.61,0.83,0.0,11.3,86.4,2.3,1.56,15,0.0252,5.7,54,stable_mid
m_3933,62226,686110,7.94,99,48.92,10.57,0.216,33,41,48,56,67,76,91.86,3.28,46.05,38.33,7.87,1.03,0.0,1.4,95.5,3.1,1.4,0,0.0391,5.6,48,stable_mid
m_3934,62286,691070,8.0,100,35.83,12.54,0.35,19,26,34,43,59,73,91.64,3.39,41.41,32.08,6.11,0.53,0.0,36.0,62.6,1.4,1.74,15,0.0053,5.7,28,stable_mid
m_3935,63180,691190,8.0,98,43.64,12.06,0.276,26,34,42,52,65,75,90.05,4.1,51.88,42.77,8.56,1.09,0.0,11.1,86.5,2.4,1.55,1,0.0043,5.6,37,stable_mid
m_3936,62206,691190,8.0,100,40.81,12.27,0.301,24,31,39,49,63,76,90.35,4.93,47.35,42.12,7.34,0.6,0.0,18.3,79.7,2.0,1.62,1,0.0256,5.6,36,stable_mid
m_3937,62163,689410,7.98,100,35.98,14.38,0.4,18,26,33,43,62,90,90.4,4.06,46.91,34.61,5.24,0.55,0.0,38.0,59.1,3.0,1.88,4,0.0434,5.6,54,stable_mid
m_3938,62222,691190,8.0,100,43.68,14.57,0.334,25,33,41,51,72,88,90.61,4.0,45.95,38.62,13.14,0.52,0.0,14.3,80.1,5.7,1.76,9,0.0695,5.5,54,stable_mid
m_3939,59634,687850,7.96,104,44.24,12.1,0.274,28,35,43,53,66,77,89.23,5.13,49.73,40.75,9.92,0.74,0.0,9.4,87.8,2.8,1.53,17,0.0174,5.7,73,stable_mid
m_3940,60233,686110,7.94,103,50.66,10.43,0.206,35,43,50,58,69,75,91.78,3.27,48.24,44.59,10.64,0.85,0.0,0.5,95.4,4.1,1.38,1,-0.0001,5.5,67,stable_high
m_3941,61100,684590,7.92,101,40.42,12.47,0.309,23,31,39,48,63,73,92.06,3.19,42.08,34.42,10.84,0.56,0.0,21.1,77.2,1.7,1.62,0,0.0033,5.7,54,stable_mid
m_3942,60810,691190,8.0,102,43.91,11.66,0.265,27,35,43,52,64,75,91.69,3.56,49.16,39.8,10.91,0.7,0.0,9.5,88.4,2.1,1.49,2,0.0112,6.0,64,stable_mid
m_3943,60721,691180,8.0,102,36.46,13.41,0.368,18,26,35,44,61,77,91.48,3.56,39.68,27.97,6.2,0.4,0.0,34.3,63.8,1.9,1.74,88,0.0103,7.1,81,stable_mid
m_3944,63944,689420,7.98,97,45.31,12.59,0.278,28,36,44,53,68,79,90.99,3.57,44.06,35.63,8.0,0.5,0.0,8.6,87.1,4.4,1.55,36,0.0194,5.6,29,stable_mid
m_3945,61255,691190,8.0,101,40.16,14.81,0.369,19,29,38,50,67,80,90.47,4.37,41.67,31.48,5.19,0.64,0.0,26.2,70.2,3.6,1.76,123,0.0264,5.6,54,stable_mid
m_3946,61128,691190,8.0,102,38.88,13.91,0.358,20,28,37,48,64,79,87.9,5.46,54.19,42.66,8.47,0.66,0.0,28.7,68.5,2.8,1.73,36,-0.0305,5.9,67,stable_mid
m_3947,60413,691190,8.0,103,36.38,16.37,0.45,19,25,32,43,66,96,91.44,3.53,33.99,25.29,7.05,0.33,0.0,40.7,54.7,4.6,2.06,37,0.0546,5.6,47,stable_mid
m_3948,62477,680460,7.88,98,43.86,13.63,0.311,24,34,42,52,67,87,91.29,3.68,44.87,37.52,12.19,0.74,0.0,13.9,82.1,4.0,1.6,29,0.0292,5.8,28,stable_mid
m_3949,61743,689990,7.99,101,49.47,10.61,0.214,33,41,49,57,67,75,88.93,4.42,39.66,31.35,11.59,0.73,0.0,1.4,95.9,2.7,1.37,0,0.0348,5.7,45,stable_mid
m_3950,59493,680080,7.87,103,36.1,14.59,0.404,17,25,34,45,63,81,90.65,4.82,37.63,27.73,7.41,0.37,0.0,37.6,59.3,3.1,1.85,156,0.0268,5.5,81,stable_mid
m_3951,62794,691180,8.0,99,46.63,12.68,0.272,28,37,46,56,69,78,86.54,6.27,13.94,13.16,7.4,0.85,0.0,7.0,88.7,4.2,1.5,124,0.0202,5.9,35,stable_mid
m_3952,61436,691190,8.0,101,43.53,13.35,0.307,25,33,42,53,67,79,87.7,6.11,50.77,39.08,9.83,0.62,0.0,14.9,81.5,3.6,1.6,10,0.0116,5.6,63,stable_mid
m_3953,62727,691190,8.0,99,47.92,12.24,0.255,29,39,47,57,69,78,90.28,4.42,47.99,40.48,12.49,0.91,0.0,5.0,90.6,4.3,1.47,49,0.0099,5.6,37,stable_mid
m_3954,61539,691190,8.0,101,38.35,14.47,0.377,20,28,36,46,64,90,91.52,3.25,42.29,32.99,6.96,0.69,0.0,29.4,67.0,3.5,1.78,122,0.0615,5.6,54,stable_mid
m_3955,61781,691190,8.0,101,32.91,15.28,0.464,13,22,31,41,59,93,90.69,3.96,39.95,27.97,5.29,0.55,0.0,46.1,51.4,2.5,1.9,54,0.0434,5.6,46,stable_mid
m_3956,60982,691190,8.0,102,36.88,12.71,0.345,20,27,35,44,60,75,91.57,3.58,41.55,31.42,5.82,0.35,0.0,31.9,66.4,1.7,1.71,14,0.0206,5.6,77,stable_mid
m_3957,61097,691190,8.0,102,38.87,13.39,0.344,19,29,37,47,63,76,88.11,7.83,35.48,23.69,6.55,0.45,0.0,25.7,72.2,2.1,1.7,57,0.0936,5.6,45,stable_mid
m_3958,62169,685100,7.93,99,40.77,11.7,0.287,24,32,39,48,61,76,91.39,3.37,44.49,37.85,7.0,0.79,0.0,17.0,81.1,2.0,1.56,42,-0.0069,5.5,45,stable_mid
m_3959,61323,687850,7.96,101,36.41,12.2,0.335,20,27,35,44,58,73,91.92,3.02,52.42,41.32,6.72,0.54,0.0,32.7,65.9,1.4,1.66,2,0.0234,6.3,52,stable_mid
m_3960,62398,682690,7.9,98,41.72,12.59,0.302,25,32,40,49,64,84,91.98,3.37,41.26,35.81,10.35,0.7,0.0,15.9,81.1,3.0,1.6,0,0.0177,5.7,36,stable_mid
m_3961,62295,682510,7.9,99,36.06,12.57,0.349,19,27,34,44,59,74,90.35,3.84,49.85,38.54,6.08,0.9,0.0,34.9,63.7,1.5,1.74,4,0.0012,5.7,27,stable_mid
m_3962,64196,687070,7.95,96,31.06,13.1,0.422,12,22,29,39,55,69,90.1,3.86,41.49,30.32,4.96,0.54,0.0,50.4,48.7,0.9,1.9,14,-0.0145,5.6,18,stable_mid
m_3963,61389,691190,8.0,101,32.77,12.38,0.378,16,23,31,40,56,70,89.75,4.76,41.29,29.98,9.26,0.51,0.0,45.9,53.0,1.1,1.81,15,0.0097,5.6,54,stable_mid
m_3964,62240,688770,7.97,100,32.93,12.87,0.391,16,23,31,40,58,70,89.11,5.39,39.92,28.63,9.1,0.47,0.0,45.7,53.3,1.0,1.87,3,0.0026,5.5,54,stable_mid
m_3965,62766,691180,8.0,99,36.08,13.71,0.38,17,25,34,45,61,74,87.66,5.78,45.81,36.64,11.48,0.62,0.0,36.6,61.6,1.7,1.79,26,-0.0096,5.6,45,stable_mid
m_3966,60772,687810,7.96,102,35.72,15.42,0.432,16,25,33,43,64,93,90.74,3.74,44.3,35.08,6.14,0.26,0.0,38.6,57.7,3.7,1.94,99,0.0683,5.6,45,stable_mid
m_3967,62861,677510,7.84,97,36.57,12.66,0.346,20,27,35,44,61,74,91.43,3.73,40.92,30.04,6.46,0.36,0.0,33.0,65.5,1.6,1.74,17,0.0196,5.6,27,stable_mid
m_3968,58505,685800,7.94,105,41.31,11.46,0.277,25,33,40,49,62,74,91.24,3.59,42.94,33.38,6.4,0.62,0.0,14.8,83.5,1.6,1.55,2,0.0259,5.6,90,stable_mid
m_3969,61120,689080,7.98,101,42.0,12.65,0.301,25,33,40,50,66,78,90.78,4.1,35.21,28.28,7.86,0.46,0.0,15.8,81.3,3.0,1.65,5,0.0023,5.8,54,stable_mid
m_3970,61707,691190,8.0,101,36.69,12.07,0.329,21,28,35,44,59,73,90.73,4.3,45.46,35.32,6.44,0.67,0.0,31.6,67.1,1.3,1.69,4,0.0159,7.3,50,stable_mid
m_3971,62279,691190,8.0,100,44.83,11.7,0.261,28,36,44,53,65,77,91.48,3.52,56.11,47.95,7.46,0.71,0.0,8.3,89.2,2.5,1.48,5,-0.0034,5.5,45,stable_mid
m_3972,61059,687070,7.95,101,41.15,11.99,0.291,24,32,40,49,63,73,92.08,3.39,43.89,36.28,10.48,0.84,0.0,17.5,80.9,1.6,1.58,0,0.0194,5.6,65,stable_mid
m_3973,60396,691190,8.0,103,31.61,12.48,0.395,15,22,30,39,54,69,90.9,3.71,39.66,28.62,5.3,0.96,0.1,49.1,49.9,0.9,1.8,2,-0.0014,5.6,64,stable_mid
m_3974,61637,686390,7.94,100,44.03,11.41,0.259,28,35,43,51,65,75,90.01,4.72,45.12,37.48,8.91,0.62,0.0,7.8,89.9,2.4,1.51,6,0.0172,5.6,45,stable_mid
m_3975,59755,690680,7.99,104,46.6,12.05,0.259,29,38,46,55,68,77,89.5,5.42,46.0,39.7,10.57,0.93,0.0,6.2,90.0,3.8,1.48,113,0.0244,5.7,72,stable_mid
m_3976,61049,691190,8.0,102,33.62,13.98,0.416,14,23,32,42,59,75,88.78,5.52,42.44,31.45,6.61,0.48,0.0,43.2,55.2,1.6,1.84,37,0.0167,8.0,36,stable_mid
m_3977,62270,690120,7.99,100,39.53,14.3,0.362,21,29,37,47,65,89,90.59,4.36,45.25,35.43,7.84,0.53,0.0,25.6,70.6,3.8,1.76,55,0.0435,5.7,55,stable_mid
